#CNN,Input_shape,Power,Memory,Latency,Input_width,Input_size,nb_conv_params,nb_bn_params,nb_fc_params,FLOPs,nb_layers,nb_conv_layers,nb_bn_layers,nb_fc_layers,sum_activations,weighted_sum_neurons
ResNet-152,"(800, 800, 3)",16853.5,6306,270.57106458,800,1920000,58068096,302848,2049000,288362001794,517,155,155,1,1008134612,149782528000
ResNet-152,"(896, 896, 3)",17913,6345,315.89640106,896,2408448,58068096,302848,2049000,361689606530,517,155,155,1,1264585556,187886682112
ResNet-152,"(1024, 1024, 3)",19566,6435,379.97247572,1024,3145728,58068096,302848,2049000,472372783490,517,155,155,1,1651678548,245402386432
ResNet-152,"(1200, 1200, 3)",21529,6244,538.73374856,1200,4320000,58068096,302848,2049000,649787672962,517,155,155,1,2269630484,337651363840
ResNet-152,"(1600, 1600, 3)",23783,6546,939.1740809,1600,7680000,58068096,302848,2049000,1153074321794,517,155,155,1,4032265812,599123968000
ResNet-152,"(1792, 1792, 3)",24238,7018,1155.20260085,1792,9633792,58068096,302848,2049000,1446384740738,517,155,155,1,5058038100,751540584448
ResNet-50V2,"(32, 32, 3)",2442,3767,13.32101221,32,3072,23473920,90880,2049000,197546312,192,53,49,1,691156,84869120
ResNet-50V2,"(56, 56, 3)",2442,3767,13.75673931,56,9408,23473920,90880,2049000,569063240,192,53,49,1,2202868,300047360
ResNet-50V2,"(64, 64, 3)",2442,3773,13.87507706,64,12288,23473920,90880,2049000,624520520,192,53,49,1,2633044,333332480
ResNet-50V2,"(75, 75, 3)",2442,3449,14.02508177,75,16875,23473920,90880,2049000,1016194952,192,53,49,1,4033654,561429248
ResNet-50V2,"(112, 112, 3)",2594,3451.5,14.46483299,112,37632,23473920,90880,2049000,1917228872,192,53,49,1,8091028,1086648320
ResNet-50V2,"(128, 128, 3)",2594,3446,14.74560786,128,49152,23473920,90880,2049000,2332417352,192,53,49,1,10324564,1327185920
ResNet-50V2,"(150, 150, 3)",2900,3602.5,16.00520796,150,67500,23473920,90880,2049000,3466300168,192,53,49,1,14940292,1984614080
ResNet-50V2,"(224, 224, 3)",3432.5,3615,18.82675102,224,150528,23473920,90880,2049000,7029133640,192,53,49,1,31381204,4060282880
ResNet-50V2,"(240, 240, 3)",3509,3617,19.38870777,240,172800,23473920,90880,2049000,8305948488,192,53,49,1,36339604,4805488640
ResNet-50V2,"(256, 256, 3)",3509,3619,19.53168943,256,196608,23473920,90880,2049000,9164004680,192,53,49,1,40938580,5302599680
ResNet-50V2,"(299, 299, 3)",4194.5,3494,24.55098793,299,268203,23473920,90880,2049000,13148278664,192,53,49,1,57431670,7621536512
ResNet-50V2,"(320, 320, 3)",4270,3496,25.79678364,320,307200,23473920,90880,2049000,14287695176,192,53,49,1,63861076,8284160000
ResNet-50V2,"(331, 331, 3)",4422,3499,26.63375825,331,328683,23473920,90880,2049000,16020031368,192,53,49,1,70136950,9292692224
ResNet-50V2,"(448, 448, 3)",5793,3522,37.21820188,448,602112,23473920,90880,2049000,27950869832,192,53,49,1,124937044,16234987520
ResNet-50V2,"(480, 480, 3)",6097,3530,39.45059777,480,691200,23473920,90880,2049000,32078287176,192,53,49,1,143379156,18636800000
ResNet-50V2,"(568, 568, 3)",7619,3533,54.58054353,568,967872,23473920,90880,2049000,45639743304,192,53,49,1,202261748,26518772736
ResNet-50V2,"(600, 600, 3)",7920,3534,57.75509779,600,1080000,23473920,90880,2049000,50876181320,192,53,49,1,225554036,29565402112
ResNet-50V2,"(800, 800, 3)",10805,3902,92.56250531,800,1920000,23473920,90880,2049000,89008181576,192,53,49,1,397608916,51765248000
ResNet-50V2,"(896, 896, 3)",12018,3933,110.32490156,896,2408448,23473920,90880,2049000,111637814600,192,53,49,1,498628180,64933806080
ResNet-50V2,"(1024, 1024, 3)",13229,4008,133.13552391,1024,3145728,23473920,90880,2049000,145795751240,192,53,49,1,651090004,84810874880
ResNet-50V2,"(1200, 1200, 3)",15649,3825,187.10071502,1200,4320000,23473920,90880,2049000,201392576328,192,53,49,1,895520404,117174333440
ResNet-50V2,"(1600, 1600, 3)",18664,4120,325.0533944,1600,7680000,23473920,90880,2049000,355867061576,192,53,49,1,1588479316,207054848000
ResNet-50V2,"(1792, 1792, 3)",19794,4297.5,396.03333279,1792,9633792,23473920,90880,2049000,446385593672,192,53,49,1,1992328276,259729080320
ResNet-101V2,"(32, 32, 3)",3051,5105,23.94321286,32,3072,42431232,195328,2049000,387215329,379,104,100,1,1143764,160628736
ResNet-101V2,"(56, 56, 3)",3051,5105,24.52451238,56,9408,42431232,195328,2049000,1213707745,379,104,100,1,3891444,603085824
ResNet-101V2,"(64, 64, 3)",3051,5103.5,24.68220991,64,12288,42431232,195328,2049000,1269165025,379,104,100,1,4321620,636370944
ResNet-101V2,"(75, 75, 3)",3051,4773,25.11646745,75,16875,42431232,195328,2049000,2002071073,379,104,100,1,6640502,1034926848
ResNet-101V2,"(112, 112, 3)",3356,4776.5,25.92237609,112,37632,42431232,195328,2049000,3813055969,379,104,100,1,13134996,2014703616
ResNet-101V2,"(128, 128, 3)",3356,4773,26.18203299,128,49152,42431232,195328,2049000,4796963809,379,104,100,1,16887380,2539339776
ResNet-101V2,"(150, 150, 3)",3965.5,5074,29.12779897,150,67500,42431232,195328,2049000,7295773089,379,104,100,1,25141380,3878604480
ResNet-101V2,"(224, 224, 3)",4422,5081,34.07101514,224,150528,42431232,195328,2049000,14498410465,379,104,100,1,51261140,7772504064
ResNet-101V2,"(240, 240, 3)",4727,5078,35.13755768,240,172800,42431232,195328,2049000,16874749409,379,104,100,1,59139732,9066967040
ResNet-101V2,"(256, 256, 3)",4880,5095,35.73545354,256,196608,42431232,195328,2049000,18908158945,379,104,100,1,66859092,10151215104
ResNet-101V2,"(299, 299, 3)",6250,4827,46.94848233,299,268203,42431232,195328,2049000,26873468449,379,104,100,1,93914486,14458841856
ResNet-101V2,"(320, 320, 3)",6097,4829,50.57934988,320,307200,42431232,195328,2049000,29491555297,379,104,100,1,104265044,15860121600
ResNet-101V2,"(331, 331, 3)",6250,4838,50.8322142,331,328683,42431232,195328,2049000,32778391073,379,104,100,1,114662262,17645189888
ResNet-101V2,"(448, 448, 3)",8072,4854,69.93844108,448,602112,42431232,195328,2049000,57713945569,379,104,100,1,203917140,31083872256
ResNet-101V2,"(480, 480, 3)",8529,4868,73.67897501,480,691200,42431232,195328,2049000,66239459297,379,104,100,1,234005204,35682713600
ResNet-101V2,"(568, 568, 3)",10501,4861,106.02258927,568,967872,42431232,195328,2049000,94815106529,379,104,100,1,332630260,51064888320
ResNet-101V2,"(600, 600, 3)",10881,4866,111.12419777,600,1080000,42431232,195328,2049000,105662908897,379,104,100,1,370771572,56914623488
ResNet-101V2,"(800, 800, 3)",14288,5244,177.98248635,800,1920000,42431232,195328,2049000,183832752097,379,104,100,1,648736724,99115008000
ResNet-101V2,"(896, 896, 3)",15345,5271.5,207.80249388,896,2408448,42431232,195328,2049000,230576085985,379,104,100,1,813521492,124329345024
ResNet-101V2,"(1024, 1024, 3)",16857,5351,248.99126211,1024,3145728,42431232,195328,2049000,301132061665,379,104,100,1,1062214740,162388721664
ResNet-101V2,"(1200, 1200, 3)",19119,5156,353.84115236,1200,4320000,42431232,195328,2049000,414700346849,379,104,100,1,1459883412,223711293440
ResNet-101V2,"(1600, 1600, 3)",21975,5417.5,613.6598984,1600,7680000,42431232,195328,2049000,735051312097,379,104,100,1,2591197524,396453888000
ResNet-101V2,"(1792, 1792, 3)",22581,5626,746.80316137,1792,9633792,42431232,195328,2049000,922024647649,379,104,100,1,3249899604,497311236096
ResNet-152V2,"(32, 32, 3)",3356,5869,33.53589587,32,3072,58044160,287488,2049000,570217082,566,155,151,1,1688532,236388352
ResNet-152V2,"(56, 56, 3)",3509,5869,33.80069269,56,9408,58044160,287488,2049000,1818298490,566,155,151,1,5776116,889412608
ResNet-152V2,"(64, 64, 3)",3509,5874,33.81347768,64,12288,58044160,287488,2049000,1907240570,566,155,151,1,6384980,939409408
ResNet-152V2,"(75, 75, 3)",3509,5876,34.80483034,75,16875,58044160,287488,2049000,2981451962,566,155,151,1,9834102,1508424448
ResNet-152V2,"(112, 112, 3)",3814,5870,35.7443231,112,37632,58044160,287488,2049000,5702584442,566,155,151,1,19330964,2942758912
ResNet-152V2,"(128, 128, 3)",3889.5,5873,36.33370717,128,49152,58044160,287488,2049000,7255334522,566,155,151,1,24955476,3751493632
ResNet-152V2,"(150, 150, 3)",4727,6175,40.4973591,150,67500,58044160,287488,2049000,11032304698,566,155,151,1,37234308,5729144512
ResNet-152V2,"(224, 224, 3)",5793,6174,48.43537042,224,150528,58044160,287488,2049000,21962592890,566,155,151,1,75755220,11484725248
ResNet-152V2,"(240, 240, 3)",5640,6178.5,48.8227853,240,172800,58044160,287488,2049000,25438693498,566,155,151,1,87237012,13328445440
ResNet-152V2,"(256, 256, 3)",5640,6184,49.30807363,256,196608,58044160,287488,2049000,28647710330,566,155,151,1,98806868,14999830528
ResNet-152V2,"(299, 299, 3)",7314,6184,67.55420698,299,268203,58044160,287488,2049000,40594915514,566,155,151,1,138897526,21296147200
ResNet-152V2,"(320, 320, 3)",7162,6193,71.73210718,320,307200,58044160,287488,2049000,44691992186,566,155,151,1,154087764,23436083200
ResNet-152V2,"(331, 331, 3)",7314,6198,72.87259809,331,328683,58044160,287488,2049000,49533663418,566,155,151,1,169571958,25997687552
ResNet-152V2,"(448, 448, 3)",9592,6225,102.03775923,448,602112,58044160,287488,2049000,87476743802,566,155,151,1,301359956,45932756992
ResNet-152V2,"(480, 480, 3)",10122,6238,107.74108572,480,691200,58044160,287488,2049000,100401304186,566,155,151,1,345826004,52728627200
ResNet-152V2,"(568, 568, 3)",12322,5959,155.91898144,568,967872,58044160,287488,2049000,143675164794,566,155,151,1,491834100,75451685888
ResNet-152V2,"(600, 600, 3)",12773,5970,163.75443053,600,1080000,58044160,287488,2049000,160117685370,566,155,151,1,548215924,84095613952
ResNet-152V2,"(800, 800, 3)",16250,6335,262.70303328,800,1920000,58044160,287488,2049000,278671102586,566,155,151,1,958742484,146464768000
ResNet-152V2,"(896, 896, 3)",17306,6382,306.07604429,896,2408448,58044160,287488,2049000,349533347450,566,155,151,1,1202271828,183724883968
ResNet-152V2,"(1024, 1024, 3)",18816,6149,368.91978805,1024,3145728,58044160,287488,2049000,456495226490,566,155,151,1,1569806420,239966568448
ResNet-152V2,"(1200, 1200, 3)",20923,6254,525.06654047,1200,4320000,58044160,287488,2049000,628047497338,566,155,151,1,2156724372,330248253440
ResNet-152V2,"(1600, 1600, 3)",23258,6546,908.55206989,1600,7680000,58044160,287488,2049000,1114310782586,566,155,151,1,3829433684,585852928000
ResNet-152V2,"(1792, 1792, 3)",23632,7048,1108.22869053,1792,9633792,58044160,287488,2049000,1397759762042,566,155,151,1,4802905172,734893391872
ResNet-20,"(32, 32, 3)",1221,1828,0.67968651,32,3072,271040,2752,650,83003047,72,21,19,1,666762,41075328
ResNet-20,"(56, 56, 3)",1221,1832,0.94401261,56,9408,271040,2752,650,251946151,72,21,19,1,2041674,125791872
ResNet-20,"(64, 64, 3)",1221,1823,1.02942848,64,12288,271040,2752,2570,328758439,72,21,19,1,2667018,164301312
ResNet-20,"(75, 75, 3)",1374,1828,1.44257349,75,16875,271040,2752,2570,458815527,72,21,19,1,3702261,229536816
ResNet-20,"(112, 112, 3)",1374,1832,2.13375739,112,37632,271040,2752,5770,1004564135,72,21,19,1,8167306,503170688
ResNet-20,"(128, 128, 3)",1527,1838,2.15178202,128,49152,271040,2752,10250,1311780007,72,21,19,1,10668042,657205248
ResNet-20,"(150, 150, 3)",1679,1842,2.99270836,150,67500,271040,2752,10250,1816497639,72,21,19,1,14702710,910338752
ResNet-20,"(224, 224, 3)",2136,1846,5.74635517,224,150528,271040,2752,31370,4015089319,72,21,19,1,32670858,2012691072
ResNet-20,"(240, 240, 3)",2289,1849,6.55099196,240,172800,271040,2752,31370,4608949927,72,21,19,1,37503882,2310482560
ResNet-20,"(256, 256, 3)",2365.5,2202,7.01332477,256,196608,271040,2752,40970,5243866279,72,21,19,1,42672138,2628820992
ResNet-20,"(299, 299, 3)",2747,2217,9.68580399,299,268203,271040,2752,51850,7183729191,72,21,19,1,58368565,3601592496
ResNet-20,"(320, 320, 3)",2900,2213,10.84746749,320,307200,271040,2752,64010,8192930983,72,21,19,1,66675210,4107532800
ResNet-20,"(331, 331, 3)",3204,2221,11.52532125,331,328683,271040,2752,64010,8799778855,72,21,19,1,71512053,4411917360
ResNet-20,"(448, 448, 3)",4270,1920,20.17010671,448,602112,271040,2752,125450,16057103527,72,21,19,1,130683402,8050764288
ResNet-20,"(480, 480, 3)",4651,1940.5,23.37793118,480,691200,271040,2752,144010,18432738983,72,21,19,1,150019210,9241948800
ResNet-20,"(568, 568, 3)",5945,1975.5,32.46089346,568,967872,271040,2752,184970,25810347175,72,21,19,1,210065226,12941278848
ResNet-20,"(600, 600, 3)",6402,2001,36.28453731,600,1080000,271040,2752,207370,28800361127,72,21,19,1,234401482,14440527360
ResNet-20,"(800, 800, 3)",8830,2401,64.04144484,800,1920000,271040,2752,400010,51200124583,72,21,19,1,416720010,25672080000
ResNet-20,"(896, 896, 3)",10044,2107,79.37427587,896,2408448,271040,2752,501770,64225160359,72,21,19,1,522733578,32203057152
ResNet-20,"(1024, 1024, 3)",11409,2258.5,103.52824701,1024,3145728,271040,2752,655370,83885591719,72,21,19,1,682754058,42061135872
ResNet-20,"(1200, 1200, 3)",12773,2579,162.02710149,1200,4320000,271040,2752,876170,115198676647,72,21,19,1,937615242,57762156160
ResNet-20,"(1600, 1600, 3)",16705,2894,299.16843779,1600,7680000,271040,2752,1600010,204797244583,72,21,19,1,1666880010,102688320000
ResNet-20,"(1792, 1792, 3)",17465,2913,381.24704586,1792,9633792,271040,2752,2007050,256897387687,72,21,19,1,2090934282,128812228608
ResNet-32,"(32, 32, 3)",1221,1834,1.05676421,32,3072,465024,4544,650,140574603,114,33,31,1,1068170,69386880
ResNet-32,"(56, 56, 3)",1374,1834,1.2629055,56,9408,465024,4544,650,426657675,114,33,31,1,3270986,212496000
ResNet-32,"(64, 64, 3)",1374,1837,1.30389801,64,12288,465024,4544,2570,556715403,114,33,31,1,4272650,277547520
ResNet-32,"(75, 75, 3)",1374,1840,1.80386316,75,16875,465024,4544,2570,777154283,114,33,31,1,5932629,387840048
ResNet-32,"(112, 112, 3)",1603,1838,2.88597501,112,37632,465024,4544,5770,1701080971,114,33,31,1,13084554,849987200
ResNet-32,"(128, 128, 3)",1679,1847.5,3.33754057,128,49152,465024,4544,10250,2221278603,114,33,31,1,17090570,1110190080
ResNet-32,"(150, 150, 3)",1984,1852,4.72937855,150,67500,465024,4544,10250,3076361483,114,33,31,1,23556534,1537985216
ResNet-32,"(224, 224, 3)",2594,1854,8.95332488,224,150528,465024,4544,31370,6798827403,114,33,31,1,52339850,3399957120
ResNet-32,"(240, 240, 3)",2823.5,1859,10.2068606,240,172800,465024,4544,31370,7804452747,114,33,31,1,60083082,3903007360
ResNet-32,"(256, 256, 3)",2900,2229.5,11.23279221,256,196608,465024,4544,40970,8879531403,114,33,31,1,68362250,4440760320
ResNet-32,"(299, 299, 3)",3661,2247,15.43904824,299,268203,465024,4544,51850,12165167339,114,33,31,1,93514389,6084392112
ResNet-32,"(320, 320, 3)",3737.5,2243.5,17.2132561,320,307200,465024,4544,64010,13873221003,114,33,31,1,106816010,6938688000
ResNet-32,"(331, 331, 3)",4041.5,2253,18.644348,331,328683,465024,4544,64010,14901735147,114,33,31,1,114571349,7453280304
ResNet-32,"(448, 448, 3)",5793,1944.5,32.40193578,448,602112,465024,4544,125450,27189726603,114,33,31,1,209359370,13599828480
ResNet-32,"(480, 480, 3)",6402,1960,37.53583685,480,691200,465024,4544,144010,31212421003,114,33,31,1,240336010,15612048000
ResNet-32,"(568, 568, 3)",7920,1988.5,52.37166319,568,967872,465024,4544,184970,43705141131,114,33,31,1,336533834,21861187200
ResNet-32,"(600, 600, 3)",8377,1989,58.57495612,600,1080000,465024,4544,207370,48768177547,114,33,31,1,375521482,24393807360
ResNet-32,"(800, 800, 3)",11409,2441,103.24846717,800,1920000,465024,4544,400010,86697861003,114,33,31,1,667600010,43366800000
ResNet-32,"(896, 896, 3)",12621,2124,128.23839914,896,2408448,465024,4544,501770,108753323403,114,33,31,1,837437450,54399313920
ResNet-32,"(1024, 1024, 3)",14136,2249.5,167.44040723,1024,3145728,465024,4544,655370,142044587403,114,33,31,1,1093795850,71052165120
ResNet-32,"(1200, 1200, 3)",15193,2641,262.72300523,1200,4320000,465024,4544,876170,195067613067,114,33,31,1,1502095242,97575276160
ResNet-32,"(1600, 1600, 3)",18672,2824,489.0778715,1600,7680000,465024,4544,1600010,346785861003,114,33,31,1,2670400010,173467200000
ResNet-32,"(1792, 1792, 3)",19119,2939,623.80380124,1792,9633792,465024,4544,2007050,435007710603,114,33,31,1,3349749770,217597255680
ResNet-44,"(32, 32, 3)",1221,1840,1.38821632,32,3072,659008,6336,650,198146159,156,45,43,1,1469578,97698432
ResNet-44,"(56, 56, 3)",1374,1845,1.98237804,56,9408,659008,6336,650,601369199,156,45,43,1,4500298,299200128
ResNet-44,"(64, 64, 3)",1374,1842,2.09144911,64,12288,659008,6336,2570,784672367,156,45,43,1,5878282,390793728
ResNet-44,"(75, 75, 3)",1527,1851,2.4502992,75,16875,659008,6336,2570,1095493039,156,45,43,1,8162997,546143280
ResNet-44,"(112, 112, 3)",1679,1852,3.91489324,112,37632,659008,6336,5770,2397597807,156,45,43,1,18001802,1196803712
ResNet-44,"(128, 128, 3)",1832,1854,4.61867953,128,49152,659008,6336,10250,3130777199,156,45,43,1,23513098,1563174912
ResNet-44,"(150, 150, 3)",2136,1858,6.46396911,150,67500,659008,6336,10250,4336225327,156,45,43,1,32410358,2165631680
ResNet-44,"(224, 224, 3)",3052,1863,12.24111238,224,150528,659008,6336,31370,9582565487,156,45,43,1,72008842,4787223168
ResNet-44,"(240, 240, 3)",3356,1865.5,13.99815498,240,172800,659008,6336,31370,10999955567,156,45,43,1,82662282,5495532160
ResNet-44,"(256, 256, 3)",3509,2257.5,15.31478796,256,196608,659008,6336,40970,12515196527,156,45,43,1,94052362,6252699648
ResNet-44,"(299, 299, 3)",4422,2263,21.18789039,299,268203,659008,6336,51850,17146605487,156,45,43,1,128660213,8567191728
ResNet-44,"(320, 320, 3)",4651,2278,23.58693167,320,307200,659008,6336,64010,19553511023,156,45,43,1,146956810,9769843200
ResNet-44,"(331, 331, 3)",5032,2275,25.80087238,331,328683,659008,6336,64010,21003691439,156,45,43,1,157630645,10494643248
ResNet-44,"(448, 448, 3)",7238,1944,44.53218581,448,602112,659008,6336,125450,38322349679,156,45,43,1,288035338,19148892672
ResNet-44,"(480, 480, 3)",7768,1968,51.76299453,480,691200,659008,6336,144010,43992103023,156,45,43,1,330652810,21982147200
ResNet-44,"(568, 568, 3)",9439,2000,72.14444079,568,967872,659008,6336,184970,61599935087,156,45,43,1,463002442,30781095552
ResNet-44,"(600, 600, 3)",10048,2013.5,80.73992146,600,1080000,659008,6336,207370,68735993967,156,45,43,1,516641482,34347087360
ResNet-44,"(800, 800, 3)",13229,2458,142.52865434,800,1920000,659008,6336,400010,122195597423,156,45,43,1,918480010,61061520000
ResNet-44,"(896, 896, 3)",14592,2144,176.57096217,896,2408448,659008,6336,501770,153281486447,156,45,43,1,1152141322,76595570688
ResNet-44,"(1024, 1024, 3)",15946,2276.5,231.78835242,1024,3145728,659008,6336,655370,200203583087,156,45,43,1,1504837642,100043194368
ResNet-44,"(1200, 1200, 3)",16629.5,2595.5,363.42615917,1200,4320000,659008,6336,876170,274936549487,156,45,43,1,2066575242,137388396160
ResNet-44,"(1600, 1600, 3)",19878,2922.5,674.05167165,1600,7680000,659008,6336,1600010,488774477423,156,45,43,1,3673920010,244246080000
ResNet-44,"(1792, 1792, 3)",20030,2966,861.15456491,1792,9633792,659008,6336,2007050,613118033519,156,45,43,1,4608565258,306382282752
ResNet-56,"(32, 32, 3)",1374,1821,1.78947982,32,3072,852992,8128,650,255717715,198,57,55,1,1870986,126009984
ResNet-56,"(56, 56, 3)",1450.5,1817.5,2.08873451,56,9408,852992,8128,650,776080723,198,57,55,1,5729610,385904256
ResNet-56,"(64, 64, 3)",1450.5,1825,2.27994804,64,12288,852992,8128,2570,1012629331,198,57,55,1,7483914,504039936
ResNet-56,"(75, 75, 3)",1527,1822.5,3.30122737,75,16875,852992,8128,2570,1413831795,198,57,55,1,10393365,704446512
ResNet-56,"(112, 112, 3)",1984,1823,5.01444775,112,37632,852992,8128,5770,3094114643,198,57,55,1,22919050,1543620224
ResNet-56,"(128, 128, 3)",2136,1835,5.81060609,128,49152,852992,8128,10250,4040275795,198,57,55,1,29935626,2016159744
ResNet-56,"(150, 150, 3)",2594,1835,8.23146239,150,67500,852992,8128,10250,5596089171,198,57,55,1,41264182,2793278144
ResNet-56,"(224, 224, 3)",3965.5,1842,15.64672658,224,150528,852992,8128,31370,12366303571,198,57,55,1,91677834,6174489216
ResNet-56,"(240, 240, 3)",4270,1845,17.86384528,240,172800,852992,8128,31370,14195458387,198,57,55,1,105241482,7088056960
ResNet-56,"(256, 256, 3)",4575,1984.5,19.43169422,256,196608,852992,8128,40970,16150861651,198,57,55,1,119742474,8064638976
